축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
김광석길페스티벌,김광석길 일원(김광석길야외콘서트홀),2021-10-09,2021-10-10,대구레코드 페어+ 김광석 노래 편곡 오케스트라 공연+ 버스킹+ 유튜브 라이브중계,053-661-2177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,,,,,
김광석길페스티벌,김광석길 일원(김광석길야외콘서트홀),2022-10-08,2022-10-09,골목퍼레이드+ 방천해피콘서트+ 방천열린포럼+ 방천골목오페라 등,053-661-2177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,,,,,
대천해수욕장 조개구이 한마당,충청남도 보령시 머드테마파크 일원,2023-05-27,2023-05-29,조개구이 시식체험+각종 무대행사 등,041-933-7051,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.31554012,126.5108563,,,,,
제2회 보령AMC모터페스티벌,충청남도 보령시 머드테마파크 일원,2023-05-27,2023-05-29,튜닝카 전시+짐카나 대회+드리프트 쇼런 등,041-939-3006,,충청남도 보령시 주포면 대학길 106,충청남도 보령시 주포면 관산리 290-1,36.40350777,126.5795708,,,,,
제26회 보령머드축제,충청남도 보령시 대천해수욕장 일원,2023-07-21,2023-08-06,머드체험존 등 체험행사+전시판매 홍보행사+공연행사 등,041-930-1525,http://www.mudfestival.or.kr,충청남도 보령시 고잠2길 55,충청남도 보령시 신흑동 2283-1,36.31509639,126.5128975,,,,,
원추리축제,홍도,2023-07-07,2023-07-16,문예공원+원추리꽃 사진촬영대회+자산어보 영화상영,,https://tour.shinan.go.kr/,전라남도 신안군 흑산면 홍도1길 21-5,,,,,,,,
섬 불볼락 축제,홍도,2023-09-22,2023-09-23,선상 낚시체험+불볼락 시식 및 나눔,,https://tour.shinan.go.kr/,전라남도 신안군 흑산면 홍도1길 21-5,,,,,,,,
섬 새우젓 축제,지도,2023-10-27,2023-10-28,개막식+새우젓 요리 시식 및 전시,,https://tour.shinan.go.kr/,전라남도 신안군 지도읍 해제지도로 1283-24,,,,,,,,
섬 왕새우 축제,안좌도,2023-09-08,2023-09-17,개막식+농수 특산물 홍보 및 판매,,https://tour.shinan.go.kr/,,전라남도 신안군 안좌면 소곡리 799-3,,,,,,,
섬 맨드라미축제,증도면 병풍리 일원,2023-10-06,2023-10-15,맨드라미 꽃 관람 및 체험+부대시설 운영,,https://tour.shinan.go.kr/,,전라남도 신안군 증도면 병풍리 1068-3,,,,,,,
애기동백축제,1004섬 분재공원 일원,2022-12-09,2023-01-31,체험챙사+특산품판매+애기동백꽃관람,,https://tour.shinan.go.kr/,전라남도 신안군 압해읍 무지개길 330,,,,,,,,
간재미 축제,비금/도초,2023-06-16,2023-06-18,간재미 비빔밥 만들기+간재미 요리대회+시식회+간재미 껍질벗기기+간재미 예쁘게 썰기 대회,,https://tour.shinan.go.kr/,전라남도 신안군 도초면 불섬길 85-22,,,,,,,,
흑산도홍어축제,흑산도,2023-05-08,2023-05-09,홍어 시식회+홍어요리 전시관+풍어제+위판행사+가요 열창+흑산홍어 어구 정리 체험+홍어 OX 퀴즈,,https://tour.shinan.go.kr/,전라남도 신안군 흑산면 예리1길 80-4,,,,,,,,
섬 병어 축제,지도,2023-06-09,2023-06-11,길놀이+용왕제+병어시식회+신안 농수산물판매행사+각종 체험행사,,https://tour.shinan.go.kr/,전라남도 신안군 지도읍 송도2길 36,,,,,,,,
증도 송어 축제,증도,2019-06-15,2019-06-16,바다송어 요리 시식회+올레 스템프 투어+한마음 가요 잔치+슬로시티 증도 푸드관+친환경 녹색장터 운영,,https://tour.shinan.go.kr/,,전라남도 신안군 증도면 우전리 산115-6,,,,,,,
제7회 홍천강 별빛음악 맥주축제,홍천시장일원+토리숲,2023-08-01,2023-08-06,축제+공연+대회,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,,,,,
정월대보름 달맞이문화제,달성군민운동장,2023-02-05,2023-02-05,기원제+축하공연+달집태우기,053-668-2174,http://culture.dalseong.daegu.kr,대구광역시 달성군 논공읍 논공로 697-10,,,,,,,,
비슬산 참꽃문화제,비슬산 자연휴양림 일원,2023-04-15,2023-04-16,개막식+부대행사+체험부스,053-668-2172,http://culture.dalseong.daegu.kr,대구광역시 달성군 유가읍 일연선사길 99,,,,,,,,
성주참외&생명문화축제,성주군 일원,2023-05-18,2023-05-21,"개막식, 공연 체험 전시 먹거리존 운영, 불꽃쇼",054-930-6982,https://sj.go.kr/sjlife,경상북도 성주군 성주읍 성주로 3204,경상북도 성주군 성주읍 경산리 660-4,35.91846997,128.2840727,,,,,
제2회 강릉 비치비어페스티벌,경포해변 중앙광장,2023-06-30,2023-07-02,전국 브루어리 맥주+로컬푸드+플로깅+비어도슨트+플리마켓+라이브공연+디제잉파티,033-640-5130,,강원특별자치도 강릉시 창해로 514,강원특별자치도 강릉시 안현동 산1-9,37.80579695,128.907474,,,,,
2023 경포 벚꽃 잔치,경포대 및 경포호 일원,2023-03-31,2023-04-05,"바다와 호수, 흩날리는 벚꽃 감상+시화전시+민속놀이 체험+공예체험+다도,약선차 시음 및 허브향기 치료법 체험+벚꽃운동회+벚꽃버스킹",033-640-5130,,강원특별자치도 강릉시 창해로 514,강원특별자치도 강릉시 안현동 산1-9,37.80579695,128.907474,,,,,
2023 경포 썸머 페스티벌,경포해변 일원,2023-07-30,2023-08-06,무더운 여름에 시원한 경포 해변에서 열리는 야외 축제,033-640-5130,,강원특별자치도 강릉시 경포로 365,강원특별자치도 강릉시 저동 94,37.79556876,128.8965386,,,,,
2024 해돋이 행사,경포해변+정동진,2024-01-01,2024-01-01,해돋이 행사,033-640-5130,,강원특별자치도 강릉시 창해로 514,강원특별자치도 강릉시 안현동 산1-9,37.80579695,128.907474,,,,,
제15회 강릉 커피축제,강릉올림픽파크강릉스피드스케이팅경기장,2023-10-12,2023-10-15,전국 유명 커피업체 시음+커피 세미나+바리스타 경연대회+바리스타 퍼포먼스+커피관련 체험,033-647-6802,https://www.coffeefestival.net/,강원특별자치도 강릉시 수리골길 100,강원특별자치도 강릉시 포남동 250-2,37.77889329,128.900008,,,,,
제2회 강릉 와인축제,월화거리 일원,2023-09-01,2023-09-03,"와인에 관련된 다양한 프로그램과 행사, 이벤트+와인 시음+와인 강의 등",033-647-6802,https://gnwinefestival.com/,강원특별자치도 강릉시 경강로 2111,강원특별자치도 강릉시 임당동 106-1,37.75589225,128.8974693,,,,,
강릉문화재야행,강릉대도호부관아일원,2023-07-08,2023-07-10,역사문화시설 개방 및 전시체험+공연+프로그램 운영 등,033-823-3225,http://gncn.or.kr/web2021/main.php,강원특별자치도 강릉시 임영로131번길 6 (용강동),강원특별자치도 강릉시 용강동 58-1,37.75294455,128.8919029,,,,,
강릉단오제 본행사,강릉남대천 둔치 일원,2023-06-18,2023-06-25,지정문화재행사+전통연희한마당+무대공연예술제+국외초청공연+청소년어울림한마당+경연대회페스티벌+시민참여한마당+강릉무형문화대전+단오체험존+민속놀이행사 등,033-641-1593,https://www.danojefestival.or.kr/,강원특별자치도 강릉시 단오장길 1 (노암동),강원특별자치도 강릉시 노암동 722-2,37.74820212,128.8950714,,,,,
장보고수산물축제,해변공원+장보고기념관 일원,2023-05-04,2023-05-07,전통노젓기+해조류김밥만들기+열린무대 등,061-550-5411,www.wando.go.kr,전라남도 완도군 완도읍 해변공원로 24,전라남도 완도군 완도읍 군내리 1443-1,34.317447,126.752759,,,,,
청산도슬로걷기축제,청산도일원,2023-04-08,2023-05-07,나비야청산가자+청상도 릴레이걷기 등,061-550-5433,www.wando.go.kr,전라남도 완도군 청산면 청산로 46,전라남도 완도군 청산면 도청리 1173-10,34.1797101,126.857789,,,,,
경남고성공룡세계엑스포,당항포관광지,2023-09-22,2023-10-29,공룡 주제 행사,055-670-3811,http://www.dino-expo.com,경상남도 고성군 회화면 당항만로 1116,,35.05322563,128.3920261,,,,,
금산세계인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2023-10-06,2023-10-15,"ㅇ인삼캐기 체험+미래로봇관+홍삼족욕 및 홍삼팩 마사지체험 등 건강 체험관 운영+국제인삼교역전+엄마 행복하세요 주제에 맞는 콘텐츠 구성 엄마건강UP,행복UP 등",041-750-2303,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,,,,,
금산삼계탕축제,금산인삼관 광장 일원,2023-07-07,2023-07-09,ㅇ가족 여름 삼(蔘)캉스+여름 별빛놀이터+열대야 콘서트+여름 쿨 음악회+금산인삼 푸드코너+간편 삼계요리 경연대회+금산약초 체험마켓 등,041-750-2303,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,,,,,
정남진 장흥 물축제,탐진강+편백숲우드랜드,2023-07-29,2023-08-06,살수대첩+지상최대의물싸움+황금물고기를잡아라+수중줄다리기+워터락풀파티+별밤수다쟁이+지상최대의워터붐,061-860-5771,https://www.jangheung.go.kr/festival,,전라남도 장흥군 장흥읍 건산리 805,,,,,,,
하동섬진강재첩문화축제,하동읍 송림공원+섬진강변 일원,2023-08-04,2023-08-06,재첩잡이 체험+황금재첩찾기 프로그램+공연+전시판매 등,055-880-2052,https://www.hadong.go.kr/02641/02652/02812.web,경상남도 하동군 하동읍 섬진강대로 2107-8,,,,,,,,
인천펜타포트락페스티벌,송도달빛축제공원,2023-08-04,2023-08-06,국내·외 아티스트 콘서트+드론쇼+관객참여형 ESG캠페인 및 이벤트 등,1899-6709,https://pentaport.co.kr/,인천광역시 연수구 센트럴로 350,,,,,,,,
통영한산대첩축제,통영 삼도수군통제영+통영시 일원,2023-08-04,2023-08-12,고유제+군점+이순신장군 행렬+한산대첩 재현+공중한산해전+문화예술행사+학술발표회 등,055-644-5222,https://tyhansancf.or.kr/,경상남도 통영시 세병로 27(문화동),경상남도 통영시 문화동 62,34.84715495,128.423489,,,,,
무주반딧불축제,무주등나무운동장 일원,2023-09-02,2023-09-10,반딜불이신비탐사+1박2일 생태체험+야간낙화 뗏목체험+반딧불 동요제+반디별 소풍 등,063-324-2440,https://www.firefly.or.kr/,전라북도 무주군 무주읍 한풍루로 326-14,,,,,,,,
괴산고추축제,괴산유기농엑스포광장 일원,2023-08-31,2023-09-03,세계고추전시회+고추품평회+황금고추를 찾아라 체험+속풀이고추난타 등,043-830-3463,http://spicy-fe.kr/,충청북도 괴산군 괴산읍 임꺽정로 75,충청북도 괴산군 괴산읍 서부리 160,36.8134338,127.788528,,,,,
평창효석문화제,효석문화마을 일원,2023-09-08,2023-09-17,메밀음식체험+전통민속놀이+감성마당+문화마당+자연마당,033-335-2323,http://www.hyoseok.com,,강원특별자치도 평창군 봉평면 원길리 765-5,,,,,,,
정선아리랑제,정선 공설운동장,2023-09-14,2023-09-17,아리랑 경창대회+아리랑 퍼레이드+전통문화 체험전+소비자 참여 프로그램 등,033-560-3000,www.arirangfestival.kr,강원특별자치도 정선군 정선읍 애산로 51,,37.37638383,128.671536,,,,,
화성뱃놀이축제,화성시 전곡항+제부도 일원,2023-06-09,2023-06-11,풍류단 항해 공연(해상공연)+승선 프로그램+댄스 퍼레이드+체험 프로그램 등,031-356-8542,http://hs-boatingfestival.com/,경기도 화성시 서신면 전곡항로 5,경기도 화성시 서신면 전곡리 1079,37.18560049,126.651015,,,,,
음성품바축제,음성설성공원,2023-05-17,2023-05-21,전국 품바 길놀이 퍼레이드+글로벌 품바 래퍼 경연대회+품바뮤지컬+품바왕 선발대회 등,043-873-2241,https://pumba.kr/,충청북도 음성군 음성읍 설성공원길 28,충청북도 음성군 음성읍 읍내리 446-1,36.9327833,127.691003,,,,,
거제대구수산물축제,장목면 외포항 일원,2024-12-01,2024-12-31,무대공연+대구직거래 장터+대구 떡국 나누기+맨손활어잡기+수산물 홍보 판촉전 등,055-639-4273,,,경상남도 거제시 장목면 외포리 57-46,34.94091241,128.7192123,,,,,
군위 삼장군단오축제,효령면 고지바위권역다목적센터 일원,2022-06-03,2022-06-03,단오축제,054-380-6866,,대구광역시 군위군 효령면 장군당 1길 24-6,대구광역시 군위군 효령면 장군리 116-3,,,,,,,
김수환추기경 사랑과 나눔 문화축전,김수환추기경 사랑과 나눔공원 일원,2022-10-29,2022-10-29,김수환추기경 문화축전,054-380-6065,,대구광역시 군위군 군위읍 군위금성로 270,대구광역시 군위군 군위읍 용대리 산 66-5,,,,,,,
구시청나이트페스티벌,아시아음식문화지구,2023-09-22,2023-09-23,아시아+음식+문화를 주제로 한 상설축제 4회 개최,062-608-2413,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,,,,,
2023 광주문화재야행,재명석등+광주읍성유허 등,2023-06-16,2023-06-17,문화재를 활용한 야간문화 향유 프로그램 운영,062-608-2403,http://www.gjnight.com,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,,,,,
제20회 광주 추억의 충장축제,5.18민주광장 및 국립아시아문화전당+충장로+금남로+예술의 거리 등 광주 일원,2023-10-05,2023-10-09,공식행사+퍼레이드+전시+공연+체험+국제교류행사 등,062-608-4673,http://www.donggu.kr/index.es?sid=c8,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,,,,,
제2회 광주 버스킹 월드컵,금남로+5.18 민주광장 등 광주 전역,2022-10-01,2022-10-09,토너먼트 방식(온라인 예선을 거쳐 본선 진행)의 버스킹 공연,062-608-4683,http://www.buskersworldcup.com/kor/,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,,,,,
2023년 개화산 해맞이행사,개화산 정상(방화2동),2023-01-01,2023-01-01,해맞이축제,02-2600-6455,,,서울특별시 강서구 개화동 산 91-4,,,,,,,
2023년 개화산 봄꽃축제,방화근린공원,2023-04-22,2022-04-22,경관조명전시+플리마켓+버스킹 등,02-2600-6455,,서울특별시 강서구 금낭화로 176,,,,,,,,
2023년 마곡문화의 거리 버스킹,마곡문화의거리,2023-04-29,2023-06-30,다양한 공연 및 부대행사,02-2600-6634,,서울특별시 강서구 마곡동로 3길 23,,,,,,,,
제7회 겸재문화예술제,겸재정선미술관+어울림공원+궁산근린공원,2023-05-12,2023-05-13,전국사생대회+청소년문화예술제+체험마당 등,02-2659-2206,http://gjjs.or.kr/,서울특별시 강서구 양천로47길 36,,,,,,,,
2023년 우장산 신록 페스티벌,우장산축구장,2023-05-20,2023-05-20,체험 및 부대행사+버스킹 영화상영 등,02-2600-6634,,서울특별시 강서구 우장산로10길 112,,,,,,,,
강서문화예술페스티벌,강서아트리움,2023-06-30,2023-07-01,공연+전시 및 체험부스,02-2600-5890,,서울특별시 강서구 가로공원로 195,,,,,,,,
오구오구 어린이 버스킹,봉제산근린공원 태양광장+화곡3주구어린이공원1+다운어린이공원+배다리공원+꿈돌이어린이공원,2023-08-18,2023-09-15,다양한 공연 및 부대행사,02-2600-6634,,서울특별시 강서구 화곡로 234,,,,,,,,
한여름 밤의 숲속 음악회,허준근린공원,2023-08-26,2023-08-26,다양한 장르의 음악 공연,02-2600-6634,,서울특별시 강서구 허준로5길 42,,,,,,,,
제21회 허준축제,서울식물원 진입광장+초지원,2023-10-13,2023-10-15,허준건강마라톤+트롯가요제+각종 의료건강 프로그램 운영,02-2600-6455,,서울특별시 강서구 마곡동로 161,,,,,,,,
제1회 마곡 문화의 거리 축제,발산역 1번출구 앞 광장,2023-12-15,2023-12-31,경관조명전시+점등식행사,02-2600-5890,,,서울특별시 강서구 마곡동 797-13,,,,,,,
2023년 송년의 밤 특별 콘서트,강서아트리움,2023-12-12,2023-12-12,음악공연,02-2600-6634,,서울특별시 강서구 가로공원로 195,,,,,,,,
평사리황금들판허수아비전시,경상남도 하동군 악양면 동정호 및 평사리 들판 일원,2022-09-09,2022-09-20,허수아비축제+전시+체험+판매,055-880-2713,https://www.hadong.go.kr/02641/02652/02819.web,,경상남도 하동군 악양면 평사리 305-2,,,,,,,
회남재숲길걷기,경상남도 하동군 청암면 삼성궁 주차장 옆,2022-10-22,2023-10-22,숲길걷기+행사+공연+체험+판매,055-880-2484,https://www.hadong.go.kr/02641/02652/02820.web,경상남도 하동군 청암면 삼성궁길 86-15,,,,,,,,
악양대봉감축제,경상남도 하동군 악양면 평사리공원 일원,2022-11-04,2022-11-06,먹거리축제+판매+전시,055-883-5530,http://www.akyang.co.kr/,,경상남도 하동군 악양면 평사리 77,,,,,,,
하동왕의녹차참숭어축제,경상남도 하동군 금남면 노량리 노량항 일원,2022-11-11,2022-11-13,먹거리축제+판매+전시+공연+대회,055-884-3656,https://www.hadong.go.kr/02641/02652/02813.web,,경상남도 하동군 금남면 노량리 742-12,,,,,,,
화개장터벚꽃축제,경상남도 하동군 화개면 그린나래광장,2023-03-31,2023-04-02,벚꽃축제+공연+경연+판매,055-880-2493,https://www.hadong.go.kr/02641/02652/02807.web,,경상남도 하동군 화개면 탑리 576,,,,,,,
하동야생차문화축제,경상남도 하동군 화개면 일대,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),055-880-2734,https://www.hadong.go.kr/02641/02652/02809.web,경상남도 하동군 화개면 쌍계로 571-25,,,,,,,,
2023하동세계차엑스포,경상남도 하동군 적량면 하동스포츠파크+하동군 화개면 하동야생차문화축제장,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),055-880-7023,https://www.hadongt.co.kr/,경상남도 하동군 적량면 공설운동장로 207 일원+경상남도 하동군 화개면 쌍계로 571-25,,,,,,,,
제35회 고양행주문화제,행주산성 및 행주산성 역사공원,2023-05-19,2023-05-21,행주투석전+뮤지컬행주대첩+불꽃드론쇼+수상불꽃놀이+대첩마을 테마존+일로지움 전시 등,031-960-9684,http://www.hjfestival.or.kr,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주내동 산26-1,37.59610775,126.8287118,,,,,
2023 고양호수예술축제,일산호수공원+일산문화광장,2023-10-06,2023-10-09,국내외 거리예술공연 및 시민참여프로그램,031-960-9685,http://www.gylaf.kr,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,,,,,
정서진 해넘이 행사,인천 서구 정서진,2023-12-31,2023-12-31,경관조명행사 + 체험프로그램,032-560-5933,http://www.seo.incheon.kr/,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644,,,,,
아라뱃길 카약축제,인천 서구 정서진,2023-06-17,2023-06-17,수상레저체험 + 부대행사,032-560-5933,http://www.seo.incheon.kr/,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644,,,,,
진도문화예술제,향토문화회관 및 철마공원 일원,2023-10-21,2023-11-05,"전국고수대회, 청소년국악제, 소치미술대전 등",061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,전라남도 진도군 진도읍 진도대로 7197,전라남도 진도군 진도읍 동외리 1189,34.47975717,126.2685772,,,,,
명량대첩축제,녹진관광지 일원,2023-09-08,2023-09-10,"해전재현, 출정식, 만가행진, 부대행사 등",061-286-5265,http://www.mldc.kr/web/,전라남도 진도군 군내면 진도대로 8439-19,전라남도 진도군 군내면 녹진리 산5-10,34.57125609,126.2996968,,,,,
2023 자유공원 벚꽃축제,자유공원,2023-04-08,2023-04-08,봄꽃음악회+먹거리장터 등,032-777-9113,http://www.ijcf.or.kr/,인천광역시 중구 제물량로232번길 46,,,,,,,,
2023 가족의 달 어린이축제,한중문화관+영종역사관,2023-05-06,2023-05-07,공연+전시+체험 프로그램 등,032-777-9113,http://www.ijcf.or.kr/,인천광역시 중구 제물량로 238,,,,,,,,
무의도 춤축제,무의도 하나개해수욕장,2023-08-05,2023-08-05,창작 무용극 등,032-760-6445,https://www.icjg.go.kr/index,인천광역시 중구 신포로27번길 80,,,,,,,,
2023 군자 한마당축제,세종대학교 대양AI센터 거울연못,2023-09-01,2023-09-01,주민이 함께 참여하는 한마당 축제,,,서울특별시 광진구 능동로 209(군자동),서울특별시 광진구 군자동 98,,,,,,,
제10회 느티마을 한마당 축제,화양동 느티나무 공원 및 구 화양초등학교 운동장,2023-09-23,2023-09-23,"느티나무 기원제, 주민화합한마당, 화양 힐링 한마당, 주민자치프로그램 발표 등",,,서울특별시 광진구 군자로 9(화양동),서울특별시 광진구 화양동 12-2/서울특별시 광진구 화양동 110-62,,,,,,,
제9회 긴고랑 한마음 축제,긴고랑체육공원,2023-10-05,2023-10-05,"자치회관 프로그램 발표, 주민 노래자랑, 먹거리장터, 체험 부스 운영 등",,,서울특별시 광진구 긴고랑로 143 긴고랑어린이공원,서울특별시 광진구 중곡동 68-19,,,,,,,
2023년 제14회 유성국화전시회,유림공원,2023-10-13,2023-11-05,AI디지털포토존+캘리크래피체험부스+풍경사진+수석+시화전전시,042-611-2678,,대전광역시 유성구 어은로 22,대전광역시 유성구 봉명동 1013-1,,,,,,,
영천보현산별빛축제,보현산천문과학관 일원,2023-10-07,2023-10-09,천문·우주·과학 관련 온오프라인 콘텐츠 운영+천문학 강의+스타파티+각종 참여 프로그램 등,054-330-6702,http://영천보현산별빛축제.com,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736,,,,,
2023 금정산성축제,금정산성광장 일원,2023-05-26,2023-05-28,개막식+주제공연+전시·체험마당+연계행사 등,051-519-4062,,,부산광역시 금정구 금성동 682,35.2452813,129.0570297,,,,,
2023 지금여기 금정 관광후기 이벤트,금정구 일대,2023-02-01,2023-11-30,금정을 여행하는 누구나 나만의 금정 관광후기를 공유하고 타인의 관광후기를 공유 받을 수 있음,051-519-4081,,부산광역시 금정구 중앙대로 1777,,35.24205404,129.0924545,,,,,
섬 수선화 축제,지도읍 선도리 일원,2023-03-30,2023-04-09,자전거투어+꽃팔찌만들기체험+꽃차시음+체험프로그램+전시공연행사,,https://tour.shinan.go.kr/,전라남도 신안군 지도읍 선도길 72-26,,,,,,,,
섬 튤립축제,1004섬 튤립홍매화정원(임자도대광해변일원),2023-04-07,2023-04-16,특별기획전+미디어아트상설전+나만의가훈갖기+튤립식재체험행사,,https://tour.shinan.go.kr/,전라남도 신안군 임자면 대광해수욕장길 179,,35.10291276,126.0725117,,,,,
전국 새우란 축제,1004뮤지엄파크,2023-04-14,2023-04-23,공연행사+새우란네일아트+나만의티셔츠만들기+목공예체험,,https://tour.shinan.go.kr/,전라남도 신안군 자은면 자은서부2길 508-65,,,,,,,,
흑산홍어축제,흑산도,2023-05-05,2023-05-06,홍어 시식회+홍어요리 전시관+풍어제+흑산도아가씨노래자랑+주민윷놀이대회+홍어OX퀴즈,,https://tour.shinan.go.kr/,,전라남도 신안군 흑산면 예리 173-55,,,,,,,
퍼플섬 라벤더 축제,안좌면 박지도 일원,2023-05-19,2023-06-06,라벤더향만들기+땅콩아트+꽃길버스킹+라벤더아이스크림판매+유정란판매,,https://tour.shinan.go.kr/,전라남도 신안군 안좌면 소곡두리길 257-35,,,,,,,,
섬 수국 축제,도초도,2023-06-16,2023-06-25,다채로운 수국꽃 관람 및 전시+체험 프로그램,,https://tour.shinan.go.kr/,,전라남도 신안군 도초면 지남리 970,,,,,,,
섬 크로코스미아 꽃축제,1004섬 분재공원 일원,2023-07-07,2023-07-16,예술공원+크로코스미아 꽃 관람 및 체험,,https://tour.shinan.go.kr/,전라남도 신안군 압해읍 무지개길 330,,,,,,,,
홍성역사인물축제,홍주읍성 일원,2023-05-05,2023-05-06,역사인물관련 체험 및 공연 등,041-634-8705,https://hongju.or.kr/home/main.do,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 98,36.60172104,126.6613892,,,,,
거제송년불꽃축제,장승포항 수변공원,2024-12-31,2024-12-31,식전공연+개회식+불꽃연출+식후공연+부대행사 등,055-639-3396,,경상남도 거제시 장승로 146-12,경상남도 거제시 장승포동 685-3,34.86687999,128.7260471,,,,,
2021 안양시민축제 <우선멈춤>,평촌중앙공원+삼덕공원+온라인(www.aydf.or.kr),2021-10-01,2021-10-03,시민과 함께하는 K-POP 댄스 페스티벌,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2022 안양시민축제 <우선멈춤>,평촌중앙공원+삼덕공원+온라인(www.aydf.or.kr),2022-09-23,2022-09-25,시민과 함께하는 K-POP 댄스 페스티벌,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
제24회 화성 효 마라톤 대회,화성종합경기타운,2023-10-07,2023-10-07,마라톤 대회,031-5189-6193,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565,,,,,
2023 안양충훈벚꽃축제,안양충훈2교일대,2023-04-08,2023-04-09,벚꽃콘서트+ 버스킹공연+ 벚꽃체험부스+ 푸드트럭&먹거리+ 벚꽃컬러링북+ SNS이벤트 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,,,,,
2023 광복78주년 광복기념음악회,병목안시민공원,2023-08-15,2023-08-15,기념행사 + 오프닝 퍼포먼스 + 뮤지컬 갈라 + 팝페라 + 가수공연 + 테마영상 상영 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,,,,,
2023 안양춤축제 ANYANG DANCE FESTIVAL,평촌중앙공원+삼덕공원,2023-09-20,2023-09-24,시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
해맞이행사,동촌유원지 해맞이 공원,2023-01-01,2023-01-01,신년메시지+무대공연,053-662-2172,,,대구광역시 동구 효목동 212-2,35.884546,128.6456995,,,,,
정월대보름 달집태우기 행사,안심교 하부 금호강 둔치,2023-02-05,2023-02-05,공연+달집태우기,053-662-2172,,,대구광역시 동구 동호동 328-2,35.86381279,128.7136022,,,,,
2023 동촌금호강예술제 Art Blossom,아양아트센터 + 지저동 금호강 둔치,2023-03-28,2023-04-02,버스킹공연+노래하는 대한민국,053-662-4073,,,대구광역시 동구 불로동 1058,35.89472234,128.6332203,,,,,
팔공산 벚꽃축제,팔공산 동화지구 분수대광장,2023-04-06,2023-04-09,무대공연+봄나물 비빔밥 축제+벚꽃가요제,053-981-6624,,,대구광역시 동구 용수동 27-5,35.98972752,128.696466,,,,,
선덕여왕 숭모재,부인사 숭모전,2023-05-04,2023-05-04,숭모재 의식 및 국악공연+전시 등 문화행사,,,대구광역시 동구 팔공산로 967-28,,35.99490611,128.6739767,,,,,
안심창조밸리 연꽃마을 축제,안심창조밸리 일원,2023-08-12,2023-08-15,연꽃길 힐링걷기대회+관련 문화행사,053-964-2901,,,대구광역시 동구 괴전동 401-2,35.869549,128.735308,,,,,
팔공산 왕건축제,동화천 생태하천 둔치,2023-09-16,2023-09-16,왕건관련 체험프로그램+동화천 걷기대회행사+무대행사,053-662-3981,,,대구광역시 동구 지묘동 1220-19,35.942676,128.6426741,,,,,
